state,state_census_code,district_name,district_id,district_census_code,region
Uttarakhand,5,Chamoli,Chamoli_2,2.0,North
Uttarakhand,5,Champawat,Champawat_10,10.0,North
Uttarakhand,5,Dehradun,Dehradun_5,5.0,North
Uttarakhand,5,Haridwar,Hardwar_13,13.0,North
Uttarakhand,5,Nainital,Nainital_11,11.0,North
Uttarakhand,5,Pauri Garhwal,Garhwal_6,6.0,North
Uttarakhand,5,Pithoragarh,Pithoragarh_7,7.0,North
Uttarakhand,5,Rudraprayag,Rudraprayag_3,3.0,North
Uttarakhand,5,Tehri Garhwal,Tehri Garhwal_4,4.0,North
Uttarakhand,5,Udham Singh Nagar,Udham Singh Nagar_12,12.0,North
Uttarakhand,5,Uttarkashi,Uttarkashi_1,1.0,North
West Bengal,19,Bankura,Bankura_13,13.0,East
West Bengal,19,Birbhum,Birbhum_8,8.0,East
West Bengal,19,Dakshin Dinajpur,Dakshin Dinajpur_5,5.0,East
West Bengal,19,Darjeeling,Darjiling_1,1.0,East
West Bengal,19,Haora,Haora_15,15.0,East
West Bengal,19,Hugli,Hugli_12,12.0,East
West Bengal,19,Jalpaiguri,Jalpaiguri_2,2.0,East
West Bengal,19,Jalpaiguri,Jalpaiguri_2,2,East
West Bengal,19,Koch Bihar,Koch Bihar_3,3,East
West Bengal,19,Kolkata,Kolkata_16,16,East
West Bengal,19,Maldah,Maldah_6,6,East
West Bengal,19,Murshidabad,Murshidabad_7,7,East
West Bengal,19,Nadia,Nadia_10,10,East
West Bengal,19,North Twenty Four Parganas,North 24 Parganas_11,11,East
West Bengal,19,Paschim Barddhaman,Barddhaman_9,9,East
West Bengal,19,Paschim Medinipur,Pashchim Medinipur_18,18,East
West Bengal,19,Purba Barddhaman,Pashchim Medinipur_18,18,East
West Bengal,19,Purba Medinipur,Purba Medinipur_19,19,East
West Bengal,19,Puruliya,Puruliya_14,14,East
West Bengal,19,South Twenty Four Parganas,South 24 Parganas_17,17,East
West Bengal,19,Uttar Dinajpur,Uttar Dinajpur_4,4,East
West Bengal,19,Uttar Dinajpur,Uttar Dinajpur_4,`,East
